GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
httpunit,com.meterware.servletunit,WebApplication.PartialMatchWebResourceMapping,6,34,1,3,1,6,1,4,0,3
httpunit,com.meterware.servletunit,RequestContext,11,294,8,32,4,75,7,28,0,15
httpunit,com.meterware.httpunit.parsing,HTMLParserFactory,92,100,29,11,33,36,25,16,6,15
httpunit,com.meterware.httpunit.parsing,NekoDOMParser.ScriptException,9,0,0,0,4,0,2,0,2,0
httpunit,com.meterware.httpunit.parsing,NekoHTMLParser,12,34,1,1,5,9,4,4,3,4
httpunit,com.meterware.httpunit.parsing,JTidyPrintWriter,222,75,16,6,73,20,31,5,21,4
httpunit,com.meterware.httpunit.parsing,ErrorHandler,40,32,3,3,10,10,4,3,2,2
httpunit,com.meterware.httpunit.parsing,ScriptFilter,25,174,5,17,6,37,5,17,1,10
httpunit,com.meterware.httpunit.parsing,NekoDOMParser,52,115,5,7,15,28,5,8,0,7
httpunit,com.meterware.httpunit.parsing,JTidyHTMLParser,86,3,8,0,22,1,11,1,7,1
